pair,kind,selectivity,replicate,method,recall_at_10
hour==13,natural,0.02319,4,single_stage_ivf_batch_np32,0.9915
hour==13,natural,0.02319,5,postfilter_hnsw_K1x,0.666
hour==13,natural,0.02319,5,postfilter_hnsw_K2x,0.666
hour==13,natural,0.02319,5,postfilter_hnsw_K4x,0.666
hour==13,natural,0.02319,5,single_stage_ivf_batch_np8,0.9185
hour==13,natural,0.02319,5,single_stage_ivf_batch_np32,0.991
hour==14,natural,0.11434,1,postfilter_hnsw_K1x,0.8815
hour==14,natural,0.11434,1,postfilter_hnsw_K2x,0.989
hour==14,natural,0.11434,1,postfilter_hnsw_K4x,0.989
hour==14,natural,0.11434,1,single_stage_ivf_batch_np8,0.987
hour==14,natural,0.11434,1,single_stage_ivf_batch_np32,0.998
hour==14,natural,0.11434,2,postfilter_hnsw_K1x,0.8735
hour==14,natural,0.11434,2,postfilter_hnsw_K2x,0.984
hour==14,natural,0.11434,2,postfilter_hnsw_K4x,0.984
hour==14,natural,0.11434,2,single_stage_ivf_batch_np8,0.9915
hour==14,natural,0.11434,2,single_stage_ivf_batch_np32,0.9995
hour==14,natural,0.11434,3,postfilter_hnsw_K1x,0.875
hour==14,natural,0.11434,3,postfilter_hnsw_K2x,0.992
hour==14,natural,0.11434,3,postfilter_hnsw_K4x,0.992
hour==14,natural,0.11434,3,single_stage_ivf_batch_np8,0.992
hour==14,natural,0.11434,3,single_stage_ivf_batch_np32,1.0
hour==14,natural,0.11434,4,postfilter_hnsw_K1x,0.893
hour==14,natural,0.11434,4,postfilter_hnsw_K2x,0.992
hour==14,natural,0.11434,4,postfilter_hnsw_K4x,0.992
hour==14,natural,0.11434,4,single_stage_ivf_batch_np8,0.99
hour==14,natural,0.11434,4,single_stage_ivf_batch_np32,0.999
hour==14,natural,0.11434,5,postfilter_hnsw_K1x,0.898
hour==14,natural,0.11434,5,postfilter_hnsw_K2x,0.9915
hour==14,natural,0.11434,5,postfilter_hnsw_K4x,0.9915
hour==14,natural,0.11434,5,single_stage_ivf_batch_np8,0.987
hour==14,natural,0.11434,5,single_stage_ivf_batch_np32,0.9995
hour==15,natural,0.11256,1,postfilter_hnsw_K1x,0.8915
hour==15,natural,0.11256,1,postfilter_hnsw_K2x,0.9905
hour==15,natural,0.11256,1,postfilter_hnsw_K4x,0.9905
hour==15,natural,0.11256,1,single_stage_ivf_batch_np8,0.989
hour==15,natural,0.11256,1,single_stage_ivf_batch_np32,0.999
hour==15,natural,0.11256,2,postfilter_hnsw_K1x,0.881
hour==15,natural,0.11256,2,postfilter_hnsw_K2x,0.9895
hour==15,natural,0.11256,2,postfilter_hnsw_K4x,0.9895
hour==15,natural,0.11256,2,single_stage_ivf_batch_np8,0.991
hour==15,natural,0.11256,2,single_stage_ivf_batch_np32,0.999
hour==15,natural,0.11256,3,postfilter_hnsw_K1x,0.8715
hour==15,natural,0.11256,3,postfilter_hnsw_K2x,0.9875
hour==15,natural,0.11256,3,postfilter_hnsw_K4x,0.9875
hour==15,natural,0.11256,3,single_stage_ivf_batch_np8,0.9925
hour==15,natural,0.11256,3,single_stage_ivf_batch_np32,0.9985
hour==15,natural,0.11256,4,postfilter_hnsw_K1x,0.8995
hour==15,natural,0.11256,4,postfilter_hnsw_K2x,0.994
hour==15,natural,0.11256,4,postfilter_hnsw_K4x,0.994
hour==15,natural,0.11256,4,single_stage_ivf_batch_np8,0.99
hour==15,natural,0.11256,4,single_stage_ivf_batch_np32,1.0
hour==15,natural,0.11256,5,postfilter_hnsw_K1x,0.8845
hour==15,natural,0.11256,5,postfilter_hnsw_K2x,0.992
hour==15,natural,0.11256,5,postfilter_hnsw_K4x,0.992
hour==15,natural,0.11256,5,single_stage_ivf_batch_np8,0.994
hour==15,natural,0.11256,5,single_stage_ivf_batch_np32,1.0
hour==16,natural,0.01943,1,postfilter_hnsw_K1x,0.5875
hour==16,natural,0.01943,1,postfilter_hnsw_K2x,0.5875
hour==16,natural,0.01943,1,postfilter_hnsw_K4x,0.5875
hour==16,natural,0.01943,1,single_stage_ivf_batch_np8,0.879
hour==16,natural,0.01943,1,single_stage_ivf_batch_np32,0.981
hour==16,natural,0.01943,2,postfilter_hnsw_K1x,0.5955
hour==16,natural,0.01943,2,postfilter_hnsw_K2x,0.5955
hour==16,natural,0.01943,2,postfilter_hnsw_K4x,0.5955
hour==16,natural,0.01943,2,single_stage_ivf_batch_np8,0.884
hour==16,natural,0.01943,2,single_stage_ivf_batch_np32,0.985
hour==16,natural,0.01943,3,postfilter_hnsw_K1x,0.601
hour==16,natural,0.01943,3,postfilter_hnsw_K2x,0.601
hour==16,natural,0.01943,3,postfilter_hnsw_K4x,0.601
hour==16,natural,0.01943,3,single_stage_ivf_batch_np8,0.8895
hour==16,natural,0.01943,3,single_stage_ivf_batch_np32,0.988
hour==16,natural,0.01943,4,postfilter_hnsw_K1x,0.5915
hour==16,natural,0.01943,4,postfilter_hnsw_K2x,0.5915
hour==16,natural,0.01943,4,postfilter_hnsw_K4x,0.5915
hour==16,natural,0.01943,4,single_stage_ivf_batch_np8,0.898
hour==16,natural,0.01943,4,single_stage_ivf_batch_np32,0.983
hour==16,natural,0.01943,5,postfilter_hnsw_K1x,0.5935
hour==16,natural,0.01943,5,postfilter_hnsw_K2x,0.5935
hour==16,natural,0.01943,5,postfilter_hnsw_K4x,0.5935
hour==16,natural,0.01943,5,single_stage_ivf_batch_np8,0.878
hour==16,natural,0.01943,5,single_stage_ivf_batch_np32,0.9845
hour==17,natural,0.07809,1,postfilter_hnsw_K1x,0.8725
hour==17,natural,0.07809,1,postfilter_hnsw_K2x,0.962
hour==17,natural,0.07809,1,postfilter_hnsw_K4x,0.962
hour==17,natural,0.07809,1,single_stage_ivf_batch_np8,0.988
hour==17,natural,0.07809,1,single_stage_ivf_batch_np32,0.9985
hour==17,natural,0.07809,2,postfilter_hnsw_K1x,0.89
hour==17,natural,0.07809,2,postfilter_hnsw_K2x,0.9635
hour==17,natural,0.07809,2,postfilter_hnsw_K4x,0.9635
hour==17,natural,0.07809,2,single_stage_ivf_batch_np8,0.988
hour==17,natural,0.07809,2,single_stage_ivf_batch_np32,0.999
hour==17,natural,0.07809,3,postfilter_hnsw_K1x,0.8755
hour==17,natural,0.07809,3,postfilter_hnsw_K2x,0.9625
hour==17,natural,0.07809,3,postfilter_hnsw_K4x,0.9625
hour==17,natural,0.07809,3,single_stage_ivf_batch_np8,0.9845
hour==17,natural,0.07809,3,single_stage_ivf_batch_np32,0.9965
hour==17,natural,0.07809,4,postfilter_hnsw_K1x,0.854
hour==17,natural,0.07809,4,postfilter_hnsw_K2x,0.96
hour==17,natural,0.07809,4,postfilter_hnsw_K4x,0.96
hour==17,natural,0.07809,4,single_stage_ivf_batch_np8,0.9875
hour==17,natural,0.07809,4,single_stage_ivf_batch_np32,0.9975
hour==17,natural,0.07809,5,postfilter_hnsw_K1x,0.89
hour==17,natural,0.07809,5,postfilter_hnsw_K2x,0.9655
hour==17,natural,0.07809,5,postfilter_hnsw_K4x,0.9655
hour==17,natural,0.07809,5,single_stage_ivf_batch_np8,0.986
hour==17,natural,0.07809,5,single_stage_ivf_batch_np32,0.999
hour==18,natural,0.10885,1,postfilter_hnsw_K1x,0.8785
hour==18,natural,0.10885,1,postfilter_hnsw_K2x,0.984
hour==18,natural,0.10885,1,postfilter_hnsw_K4x,0.984
hour==18,natural,0.10885,1,single_stage_ivf_batch_np8,0.989
hour==18,natural,0.10885,1,single_stage_ivf_batch_np32,0.999
hour==18,natural,0.10885,2,postfilter_hnsw_K1x,0.8885
hour==18,natural,0.10885,2,postfilter_hnsw_K2x,0.989
hour==18,natural,0.10885,2,postfilter_hnsw_K4x,0.989
hour==18,natural,0.10885,2,single_stage_ivf_batch_np8,0.99
hour==18,natural,0.10885,2,single_stage_ivf_batch_np32,1.0
hour==18,natural,0.10885,3,postfilter_hnsw_K1x,0.893
hour==18,natural,0.10885,3,postfilter_hnsw_K2x,0.986
hour==18,natural,0.10885,3,postfilter_hnsw_K4x,0.986
hour==18,natural,0.10885,3,single_stage_ivf_batch_np8,0.99
hour==18,natural,0.10885,3,single_stage_ivf_batch_np32,0.9995
hour==18,natural,0.10885,4,postfilter_hnsw_K1x,0.8665
hour==18,natural,0.10885,4,postfilter_hnsw_K2x,0.987
hour==18,natural,0.10885,4,postfilter_hnsw_K4x,0.987
hour==18,natural,0.10885,4,single_stage_ivf_batch_np8,0.991
hour==18,natural,0.10885,4,single_stage_ivf_batch_np32,0.9985
hour==18,natural,0.10885,5,postfilter_hnsw_K1x,0.8995
hour==18,natural,0.10885,5,postfilter_hnsw_K2x,0.991
hour==18,natural,0.10885,5,postfilter_hnsw_K4x,0.991
hour==18,natural,0.10885,5,single_stage_ivf_batch_np8,0.991
hour==18,natural,0.10885,5,single_stage_ivf_batch_np32,1.0
hour==19,natural,0.11023,1,postfilter_hnsw_K1x,0.8885
hour==19,natural,0.11023,1,postfilter_hnsw_K2x,0.991
hour==19,natural,0.11023,1,postfilter_hnsw_K4x,0.991
hour==19,natural,0.11023,1,single_stage_ivf_batch_np8,0.9905
hour==19,natural,0.11023,1,single_stage_ivf_batch_np32,0.9985
hour==19,natural,0.11023,2,postfilter_hnsw_K1x,0.8575
hour==19,natural,0.11023,2,postfilter_hnsw_K2x,0.987
hour==19,natural,0.11023,2,postfilter_hnsw_K4x,0.987
hour==19,natural,0.11023,2,single_stage_ivf_batch_np8,0.989
hour==19,natural,0.11023,2,single_stage_ivf_batch_np32,0.9995
hour==19,natural,0.11023,3,postfilter_hnsw_K1x,0.8875
hour==19,natural,0.11023,3,postfilter_hnsw_K2x,0.9905
hour==19,natural,0.11023,3,postfilter_hnsw_K4x,0.9905
hour==19,natural,0.11023,3,single_stage_ivf_batch_np8,0.9895
hour==19,natural,0.11023,3,single_stage_ivf_batch_np32,0.999
hour==19,natural,0.11023,4,postfilter_hnsw_K1x,0.8775
hour==19,natural,0.11023,4,postfilter_hnsw_K2x,0.987
hour==19,natural,0.11023,4,postfilter_hnsw_K4x,0.987
hour==19,natural,0.11023,4,single_stage_ivf_batch_np8,0.99
hour==19,natural,0.11023,4,single_stage_ivf_batch_np32,0.999
hour==19,natural,0.11023,5,postfilter_hnsw_K1x,0.8745
hour==19,natural,0.11023,5,postfilter_hnsw_K2x,0.987
hour==19,natural,0.11023,5,postfilter_hnsw_K4x,0.9875
hour==19,natural,0.11023,5,single_stage_ivf_batch_np8,0.9895
hour==19,natural,0.11023,5,single_stage_ivf_batch_np32,0.998
hour==20,natural,0.0757,1,postfilter_hnsw_K1x,0.878
hour==20,natural,0.0757,1,postfilter_hnsw_K2x,0.9635
hour==20,natural,0.0757,1,postfilter_hnsw_K4x,0.9635
hour==20,natural,0.0757,1,single_stage_ivf_batch_np8,0.984
hour==20,natural,0.0757,1,single_stage_ivf_batch_np32,0.9975
hour==20,natural,0.0757,2,postfilter_hnsw_K1x,0.876
hour==20,natural,0.0757,2,postfilter_hnsw_K2x,0.957
hour==20,natural,0.0757,2,postfilter_hnsw_K4x,0.957
hour==20,natural,0.0757,2,single_stage_ivf_batch_np8,0.987
hour==20,natural,0.0757,2,single_stage_ivf_batch_np32,0.9985
hour==20,natural,0.0757,3,postfilter_hnsw_K1x,0.884
hour==20,natural,0.0757,3,postfilter_hnsw_K2x,0.965
hour==20,natural,0.0757,3,postfilter_hnsw_K4x,0.965
hour==20,natural,0.0757,3,single_stage_ivf_batch_np8,0.985
hour==20,natural,0.0757,3,single_stage_ivf_batch_np32,0.998
hour==20,natural,0.0757,4,postfilter_hnsw_K1x,0.869
hour==20,natural,0.0757,4,postfilter_hnsw_K2x,0.961
hour==20,natural,0.0757,4,postfilter_hnsw_K4x,0.961
hour==20,natural,0.0757,4,single_stage_ivf_batch_np8,0.983
hour==20,natural,0.0757,4,single_stage_ivf_batch_np32,0.999
hour==20,natural,0.0757,5,postfilter_hnsw_K1x,0.869
hour==20,natural,0.0757,5,postfilter_hnsw_K2x,0.9605
hour==20,natural,0.0757,5,postfilter_hnsw_K4x,0.9605
hour==20,natural,0.0757,5,single_stage_ivf_batch_np8,0.984
hour==20,natural,0.0757,5,single_stage_ivf_batch_np32,0.998
"hour in [11,14] (midday)",composite,0.13754,1,postfilter_hnsw_K1x,0.8865
"hour in [11,14] (midday)",composite,0.13754,1,postfilter_hnsw_K2x,0.9965
"hour in [11,14] (midday)",composite,0.13754,1,postfilter_hnsw_K4x,0.997
"hour in [11,14] (midday)",composite,0.13754,1,single_stage_ivf_batch_np8,0.9925
"hour in [11,14] (midday)",composite,0.13754,1,single_stage_ivf_batch_np32,0.9995
"hour in [11,14] (midday)",composite,0.13754,2,postfilter_hnsw_K1x,0.8835
"hour in [11,14] (midday)",composite,0.13754,2,postfilter_hnsw_K2x,0.995
"hour in [11,14] (midday)",composite,0.13754,2,postfilter_hnsw_K4x,0.995
"hour in [11,14] (midday)",composite,0.13754,2,single_stage_ivf_batch_np8,0.9885
"hour in [11,14] (midday)",composite,0.13754,2,single_stage_ivf_batch_np32,0.999
"hour in [11,14] (midday)",composite,0.13754,3,postfilter_hnsw_K1x,0.896
"hour in [11,14] (midday)",composite,0.13754,3,postfilter_hnsw_K2x,0.994
"hour in [11,14] (midday)",composite,0.13754,3,postfilter_hnsw_K4x,0.994
"hour in [11,14] (midday)",composite,0.13754,3,single_stage_ivf_batch_np8,0.9905
"hour in [11,14] (midday)",composite,0.13754,3,single_stage_ivf_batch_np32,0.998
"hour in [11,14] (midday)",composite,0.13754,4,postfilter_hnsw_K1x,0.8855
"hour in [11,14] (midday)",composite,0.13754,4,postfilter_hnsw_K2x,0.9935
"hour in [11,14] (midday)",composite,0.13754,4,postfilter_hnsw_K4x,0.9935
"hour in [11,14] (midday)",composite,0.13754,4,single_stage_ivf_batch_np8,0.9915
"hour in [11,14] (midday)",composite,0.13754,4,single_stage_ivf_batch_np32,0.999
"hour in [11,14] (midday)",composite,0.13754,5,postfilter_hnsw_K1x,0.8945
"hour in [11,14] (midday)",composite,0.13754,5,postfilter_hnsw_K2x,0.995
"hour in [11,14] (midday)",composite,0.13754,5,postfilter_hnsw_K4x,0.995
"hour in [11,14] (midday)",composite,0.13754,5,single_stage_ivf_batch_np8,0.99
"hour in [11,14] (midday)",composite,0.13754,5,single_stage_ivf_batch_np32,0.9995
"hour in [8,18] (working)",composite,0.57356,1,postfilter_hnsw_K1x,0.9505
"hour in [8,18] (working)",composite,0.57356,1,postfilter_hnsw_K2x,1.0
"hour in [8,18] (working)",composite,0.57356,1,postfilter_hnsw_K4x,1.0
"hour in [8,18] (working)",composite,0.57356,1,single_stage_ivf_batch_np8,0.999
"hour in [8,18] (working)",composite,0.57356,1,single_stage_ivf_batch_np32,1.0
"hour in [8,18] (working)",composite,0.57356,2,postfilter_hnsw_K1x,0.945
"hour in [8,18] (working)",composite,0.57356,2,postfilter_hnsw_K2x,1.0
"hour in [8,18] (working)",composite,0.57356,2,postfilter_hnsw_K4x,1.0
"hour in [8,18] (working)",composite,0.57356,2,single_stage_ivf_batch_np8,0.998
"hour in [8,18] (working)",composite,0.57356,2,single_stage_ivf_batch_np32,1.0
"hour in [8,18] (working)",composite,0.57356,3,postfilter_hnsw_K1x,0.9295
"hour in [8,18] (working)",composite,0.57356,3,postfilter_hnsw_K2x,1.0
"hour in [8,18] (working)",composite,0.57356,3,postfilter_hnsw_K4x,1.0
"hour in [8,18] (working)",composite,0.57356,3,single_stage_ivf_batch_np8,0.998
"hour in [8,18] (working)",composite,0.57356,3,single_stage_ivf_batch_np32,1.0
"hour in [8,18] (working)",composite,0.57356,4,postfilter_hnsw_K1x,0.925
"hour in [8,18] (working)",composite,0.57356,4,postfilter_hnsw_K2x,1.0
"hour in [8,18] (working)",composite,0.57356,4,postfilter_hnsw_K4x,1.0
"hour in [8,18] (working)",composite,0.57356,4,single_stage_ivf_batch_np8,0.9985
"hour in [8,18] (working)",composite,0.57356,4,single_stage_ivf_batch_np32,1.0
"hour in [8,18] (working)",composite,0.57356,5,postfilter_hnsw_K1x,0.931
"hour in [8,18] (working)",composite,0.57356,5,postfilter_hnsw_K2x,1.0
"hour in [8,18] (working)",composite,0.57356,5,postfilter_hnsw_K4x,1.0
"hour in [8,18] (working)",composite,0.57356,5,single_stage_ivf_batch_np8,0.9975
"hour in [8,18] (working)",composite,0.57356,5,single_stage_ivf_batch_np32,1.0
"time_of_day in {morning,evening}",composite,0.55202,1,postfilter_hnsw_K1x,0.92
"time_of_day in {morning,evening}",composite,0.55202,1,postfilter_hnsw_K2x,1.0
"time_of_day in {morning,evening}",composite,0.55202,1,postfilter_hnsw_K4x,1.0
"time_of_day in {morning,evening}",composite,0.55202,1,single_stage_ivf_batch_np8,0.9985
"time_of_day in {morning,evening}",composite,0.55202,1,single_stage_ivf_batch_np32,1.0
"time_of_day in {morning,evening}",composite,0.55202,2,postfilter_hnsw_K1x,0.946
"time_of_day in {morning,evening}",composite,0.55202,2,postfilter_hnsw_K2x,1.0
"time_of_day in {morning,evening}",composite,0.55202,2,postfilter_hnsw_K4x,1.0
"time_of_day in {morning,evening}",composite,0.55202,2,single_stage_ivf_batch_np8,0.9985
"time_of_day in {morning,evening}",composite,0.55202,2,single_stage_ivf_batch_np32,1.0
"time_of_day in {morning,evening}",composite,0.55202,3,postfilter_hnsw_K1x,0.929
"time_of_day in {morning,evening}",composite,0.55202,3,postfilter_hnsw_K2x,1.0
"time_of_day in {morning,evening}",composite,0.55202,3,postfilter_hnsw_K4x,1.0
"time_of_day in {morning,evening}",composite,0.55202,3,single_stage_ivf_batch_np8,0.998
"time_of_day in {morning,evening}",composite,0.55202,3,single_stage_ivf_batch_np32,1.0
"time_of_day in {morning,evening}",composite,0.55202,4,postfilter_hnsw_K1x,0.95
"time_of_day in {morning,evening}",composite,0.55202,4,postfilter_hnsw_K2x,1.0
"time_of_day in {morning,evening}",composite,0.55202,4,postfilter_hnsw_K4x,1.0
"time_of_day in {morning,evening}",composite,0.55202,4,single_stage_ivf_batch_np8,0.999
"time_of_day in {morning,evening}",composite,0.55202,4,single_stage_ivf_batch_np32,1.0
"time_of_day in {morning,evening}",composite,0.55202,5,postfilter_hnsw_K1x,0.93
"time_of_day in {morning,evening}",composite,0.55202,5,postfilter_hnsw_K2x,1.0
"time_of_day in {morning,evening}",composite,0.55202,5,postfilter_hnsw_K4x,1.0
"time_of_day in {morning,evening}",composite,0.55202,5,single_stage_ivf_batch_np8,0.998
"time_of_day in {morning,evening}",composite,0.55202,5,single_stage_ivf_batch_np32,1.0
