query_id,difficulty,positive_count,p2_minus_b2__recall_at_10,p2_minus_b2__recall_at_20,p2_minus_b2__mrr,p2_minus_b2__ndcg_at_10,p2_minus_b2__hit_at_10,p2_minus_b2__latency_ms,p4_minus_b4__recall_at_10,p4_minus_b4__recall_at_20,p4_minus_b4__mrr,p4_minus_b4__ndcg_at_10,p4_minus_b4__hit_at_10,p4_minus_b4__latency_ms
vru:strong:0223,strong,2,0.0,0.0,0.0,0.0,0.0,-97.5934132002294,0.0,0.0,0.0,0.0,0.0,-15.441089868545532
vru:strong:0224,strong,2,0.0,0.0,0.0,0.0,0.0,-96.91536892205477,0.0,0.0,0.0,0.0,0.0,0.009640119969844818
vru:strong:0225,strong,2,0.0,0.0,0.0,0.0,0.0,-96.54262010008097,0.0,0.0,0.0,0.0,0.0,-5.17381401732564
vru:strong:0226,strong,2,0.0,0.0,0.0,0.0,0.0,-95.72235913947225,0.0,0.0,0.0,0.0,0.0,0.45520300045609474
vru:strong:0227,strong,2,0.0,0.0,0.0,0.0,0.0,-96.3120823726058,0.0,0.0,0.0,0.0,0.0,0.5960743874311447
vru:strong:0228,strong,2,0.0,0.0,-0.0023198011599005804,0.0,0.0,-93.67614472284913,0.0,0.0,0.0,0.0,0.0,0.20131375640630722
vru:strong:0229,strong,2,0.0,0.0,0.0,0.0,0.0,-95.6585705280304,0.0,0.0,0.0,0.0,0.0,0.6787409074604511
vru:strong:0230,strong,2,0.0,0.0,0.0,0.0,0.0,-95.35543899983168,0.0,0.0,0.0,0.0,0.0,0.24895602837204933
vru:strong:0231,strong,2,0.0,0.0,0.0,0.0,0.0,-93.68989570066333,0.0,0.0,0.0,0.0,0.0,0.7151640020310879
vru:strong:0232,strong,2,0.0,0.0,-0.011904761904761904,0.0,0.0,-95.28845688328147,0.0,0.0,0.0,0.0,0.0,0.7502930238842964
vru:strong:0233,strong,2,0.0,0.0,0.0,0.0,0.0,-93.68353616446257,0.0,0.0,0.0,0.0,0.0,0.8083442226052284
vru:strong:0234,strong,2,0.0,0.0,0.0,0.0,0.0,-95.62164917588234,0.0,0.0,0.0,0.0,0.0,-3.7085628136992455
vru:strong:0235,strong,2,0.0,0.0,0.0,0.0,0.0,-94.5179732516408,0.0,0.0,0.0,0.0,0.0,-5.110346712172031
vru:strong:0236,strong,2,0.0,0.0,0.0,0.0,0.0,-96.17004729807377,0.0,0.0,0.0,0.0,0.0,0.09951414540410042
vru:strong:0237,strong,2,0.0,0.0,0.0,0.0,0.0,-95.57679994031787,0.0,0.0,0.0,0.0,0.0,-0.13019097968935966
vru:strong:0238,strong,2,0.0,0.0,0.0,0.0,0.0,-95.18359554931521,0.0,0.0,0.0,0.0,0.0,-7.465085480362177
vru:strong:0239,strong,2,0.0,0.0,0.0,0.0,0.0,-94.5645123720169,0.0,0.0,0.0,0.0,0.0,-1.0988758876919746
vru:strong:0240,strong,2,0.5,0.0,0.8888888888888888,0.6058107827699378,0.0,-94.21507688239217,0.0,0.0,0.0,0.0,0.0,-34.90362735465169
vru:strong:0241,strong,2,0.0,0.0,0.0,0.0,0.0,-95.88910173624754,0.0,0.0,0.0,0.0,0.0,-18.90933746472001
vru:strong:0242,strong,2,0.0,0.0,0.0,0.0,0.0,-96.84733673930168,0.0,0.0,0.0,0.0,0.0,-3.333146683871746
vru:strong:0243,strong,2,0.0,0.0,0.0,0.0,0.0,-96.57255280762911,0.0,0.0,0.0,0.0,0.0,-34.62460404261947
vru:strong:0244,strong,2,0.0,0.0,0.0,0.0,0.0,-97.53420669585466,0.0,0.0,0.0,0.0,0.0,-8.121132850646973
vru:weak:0001,weak,419,0.0,0.0,0.0,0.0,0.0,-50.915386993438005,0.0,0.0,0.0,0.0,0.0,-104.01779040694237
vru:weak:0002,weak,197,0.0,0.0,0.0,0.0,0.0,-94.742177054286,0.0,0.0,0.0,0.0,0.0,-96.80024115368724
vru:weak:0003,weak,118,0.0,0.0,0.0,0.0,0.0,-93.46915641799569,0.0,0.0,0.0,0.0,0.0,-96.57103242352605
vru:weak:0004,weak,78,0.0,0.0,0.0,0.0,0.0,-92.71463006734848,0.0,0.0,0.0,0.0,0.0,-97.35488006845117
vru:weak:0005,weak,44,0.0,0.0,0.0,0.0,0.0,-93.9163789153099,0.0,0.0,0.0,0.0,0.0,-97.92139567434788
vru:weak:0006,weak,32,0.0,0.0,0.0,0.0,0.0,-93.40456733480096,0.0,0.0,0.0,0.0,0.0,-96.43341228365898
vru:weak:0007,weak,19,0.0,0.0,0.0,0.0,0.0,-93.61041523516178,0.0,0.0,0.0,0.0,0.0,-96.7483907006681
vru:weak:0008,weak,13,0.0,0.0,0.0,0.0,0.0,-94.40801525488496,0.0,0.0,0.0,0.0,0.0,-96.23854281380773
vru:weak:0009,weak,12,0.0,0.0,0.0,0.0,0.0,-94.74277310073376,0.0,0.0,0.0,0.0,0.0,-96.27942787483335
vru:weak:0010,weak,11,0.0,0.0,0.0,0.0,0.0,-92.80956396833062,0.0,0.0,0.0,0.0,0.0,-96.0931028239429
vru:weak:0011,weak,8,0.0,0.0,0.0,0.0,0.0,-95.03504727035761,0.0,0.0,0.0,0.0,0.0,-97.77043666690588
vru:weak:0012,weak,8,0.0,0.0,0.0,0.0,0.0,-94.4868647493422,0.0,0.0,0.0,0.0,0.0,-97.60336298495531
vru:weak:0013,weak,6,0.0,0.0,0.0,0.0,0.0,-96.14351857453585,0.0,0.0,0.0,0.0,0.0,-99.31963495910168
vru:weak:0014,weak,5,0.0,0.0,0.0,0.0,0.0,-97.09767159074545,0.0,0.0,0.0,0.0,0.0,-99.5768029242754
vru:weak:0015,weak,5,0.0,0.0,0.0,0.0,0.0,-96.1579168215394,0.0,0.0,0.0,0.0,0.0,-100.89107416570187
vru:weak:0016,weak,4,0.0,0.0,0.0,0.0,0.0,-96.56570618972182,0.0,0.0,0.0,0.0,0.0,-101.31802503019571
vru:weak:0017,weak,3,0.0,0.0,0.0,0.0,0.0,-95.87363246828318,0.0,0.0,0.0,0.0,0.0,-100.05936585366726
vru:weak:0018,weak,2,0.0,0.0,0.0,0.0,0.0,-97.22764138132334,0.0,0.0,0.0,0.0,0.0,-101.51559393852949
vru:weak:0019,weak,2,0.0,0.0,0.0,0.0,0.0,-97.49710280448198,0.0,0.0,0.0,0.0,0.0,-100.62336409464478
vru:weak:0020,weak,90,0.0,0.0,0.0,0.0,0.0,-97.38414408639073,0.0,0.0,0.0,0.0,0.0,-102.9091919772327
vru:weak:0021,weak,65,0.0,0.0,0.0,0.0,0.0,-98.45540905371308,0.0,0.0,0.0,0.0,0.0,-110.97837006673217
vru:weak:0022,weak,60,0.0,0.0,0.0,0.0,0.0,-96.41097160056233,0.0,0.0,0.0,0.0,0.0,-123.2589459978044
vru:weak:0023,weak,56,0.0,0.0,0.0,0.0,0.0,-96.38084564357996,0.0,0.0,0.0,0.0,0.0,-116.88897805288434
vru:weak:0024,weak,54,0.0,0.0,0.0,0.0,0.0,-104.72320159897208,0.0,0.0,0.0,0.0,0.0,-117.91633628308773
vru:weak:0025,weak,52,0.0,0.0,0.0,0.0,0.0,-96.46627958863974,0.0,0.0,0.0,0.0,0.0,-120.8090060390532
vru:weak:0026,weak,49,0.0,0.0,0.0,0.0,0.0,-96.68891923502088,0.0,0.0,0.0,0.0,0.0,-117.80131328850985
vru:weak:0027,weak,45,0.0,0.0,0.0,0.0,0.0,-96.47950995713472,0.0,0.0,0.0,0.0,0.0,-120.78594602644444
vru:weak:0028,weak,40,0.0,0.0,0.0,0.0,0.0,-96.86813177540898,0.0,0.0,0.0,0.0,0.0,-121.47931288927794
vru:weak:0029,weak,25,0.0,0.0,0.0,0.0,0.0,-95.64767312258482,0.0,0.0,0.0,0.0,0.0,-126.15831103175879
vru:weak:0030,weak,24,0.0,0.0,0.0,0.0,0.0,-96.47714579477906,0.0,0.0,0.0,0.0,0.0,-119.85471891239285
vru:weak:0031,weak,24,0.0,0.0,0.0,0.0,0.0,-96.33225481957197,0.0,0.0,0.0,0.0,0.0,-120.4353659413755
vru:weak:0032,weak,21,0.0,0.0,0.0,0.0,0.0,-95.58443073183298,0.0,0.0,0.0,0.0,0.0,-118.32974990829825
vru:weak:0033,weak,20,0.0,0.0,0.0,0.0,0.0,-95.61143489554524,0.0,0.0,0.0,0.0,0.0,-118.26664954423904
vru:weak:0034,weak,20,0.0,0.0,0.0,0.0,0.0,-96.34996298700571,0.0,0.0,0.0,0.0,0.0,-119.01519866660237
vru:weak:0035,weak,16,0.0,0.0,0.0,0.0,0.0,-96.66699636727571,0.0,0.0,0.0,0.0,0.0,-118.12353413552046
vru:weak:0036,weak,16,0.0,0.0,0.0,0.0,0.0,-95.9605029784143,0.0,0.0,0.0,0.0,0.0,-117.76495538651943
vru:weak:0037,weak,16,0.0,0.0,0.0,0.0,0.0,-96.26129409298301,0.0,0.0,0.0,0.0,0.0,-120.32316578552127
vru:weak:0038,weak,12,0.0,0.0,0.0,0.0,0.0,-96.51682479307055,0.0,0.0,0.0,0.0,0.0,-119.41736144945025
vru:weak:0039,weak,12,0.0,0.0,0.0,0.0,0.0,-97.56426094099879,0.0,0.0,0.0,0.0,0.0,-118.65545948967338
