clip_id,c1,c2,event_class,source_split,better_view,worse_view,better_area,worse_area,area_ratio,stratum,service_group,cot_better_text_bytes,cot_both_text_bytes,cot_worse_pred,cot_worse_correct,cot_better_pred,cot_better_correct,cot_both_mean_pred,cot_both_mean_correct,cot_both_max_pred,cot_both_max_correct,qwen25_vl_7b_better_view_only_correct,qwen25_vl_7b_better_view_only_pred,qwen25_vl_7b_both_view_correct,qwen25_vl_7b_both_view_pred,qwen25_vl_7b_closed_book_correct,qwen25_vl_7b_closed_book_pred,qwen25_vl_7b_worse_view_only_correct,qwen25_vl_7b_worse_view_only_pred,qwen2_vl_7b_better_view_only_correct,qwen2_vl_7b_better_view_only_pred,qwen2_vl_7b_both_view_correct,qwen2_vl_7b_both_view_pred,qwen2_vl_7b_closed_book_correct,qwen2_vl_7b_closed_book_pred,qwen2_vl_7b_worse_view_only_correct,qwen2_vl_7b_worse_view_only_pred,idefics2_8b_better_view_only_correct,idefics2_8b_better_view_only_pred,idefics2_8b_both_view_correct,idefics2_8b_both_view_pred,idefics2_8b_closed_book_correct,idefics2_8b_closed_book_pred,idefics2_8b_worse_view_only_correct,idefics2_8b_worse_view_only_pred,internvl3_8b_better_view_only_correct,internvl3_8b_better_view_only_pred,internvl3_8b_both_view_correct,internvl3_8b_both_view_pred,internvl3_8b_closed_book_correct,internvl3_8b_closed_book_pred,internvl3_8b_worse_view_only_correct,internvl3_8b_worse_view_only_pred,cot_1view_bytes,cot_2view_bytes,visual_1view_bytes,visual_2view_bytes
aihub_multi_angle_cctv:Training:ms_e3364,31719.0,76749.0,오토바이 인도 주행,Training,c2,c1,76749.0,31719.0,2.4196538352407075,asymmetric,path_mode,240,480,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,4336,8672,162632,298447
aihub_multi_angle_cctv:Validation:ms_e3264,43730.333333333336,20120.666666666668,오토바이 인도 주행,Validation,c1,c2,43730.333333333336,20120.666666666668,2.173403797090885,asymmetric,path_mode,297,649,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,1,오토바이 인도 주행,1,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,4393,8841,144747,250323
aihub_multi_angle_cctv:Training:md_e2578,25411.333333333332,57306.666666666664,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c2,c1,57306.666666666664,25411.333333333332,2.2551617388566783,asymmetric,attribute_count,277,522,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,특정 구역 내 지속 배회,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4373,8714,90027,207874
aihub_multi_angle_cctv:Training:mp_e2847,89645.33333333333,39785.0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,89645.33333333333,39785.0,2.253244522642537,asymmetric,attribute_count,394,790,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4490,8982,226624,419801
aihub_multi_angle_cctv:Training:bs_e4321,40617.666666666664,17669.666666666668,자전거 인도 주행,Training,c1,c2,40617.666666666664,17669.666666666668,2.2987228583825385,asymmetric,path_mode,265,545,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4361,8737,104788,181600
aihub_multi_angle_cctv:Validation:bs_e4433,23220.0,10247.333333333334,자전거 인도 주행,Validation,c1,c2,23220.0,10247.333333333334,2.265955370502895,asymmetric,path_mode,271,497,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,자전거 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4367,8689,133118,275006
aihub_multi_angle_cctv:Training:st_e4846,51425.0,11424.0,전동킥보드 앞뒤 2인 탑승,Training,c1,c2,51425.0,11424.0,4.501488095238095,asymmetric,attribute_count,323,660,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,전동킥보드 앞뒤 2인 탑승,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4419,8852,191082,411627
aihub_multi_angle_cctv:Validation:st_e4838,63732.333333333336,21668.0,전동킥보드 앞뒤 2인 탑승,Validation,c1,c2,63732.333333333336,21668.0,2.941311303919759,asymmetric,attribute_count,472,900,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4568,9092,187457,401063
aihub_multi_angle_cctv:Training:es_e3945,24119.333333333332,7589.333333333333,전동킥보드 인도 주행,Training,c1,c2,24119.333333333332,7589.333333333333,3.1780569219957835,asymmetric,path_mode,236,489,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,1,전동킥보드 인도 주행,4332,8681,140070,293264
aihub_multi_angle_cctv:Validation:es_e4062,83388.0,20420.333333333332,전동킥보드 인도 주행,Validation,c1,c2,83388.0,20420.333333333332,4.083576827018821,asymmetric,path_mode,449,877,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4545,9069,150874,243212
aihub_multi_angle_cctv:Training:lo_e1302,11765.666666666666,33868.0,특정 구역 내 지속 배회,Training,c2,c1,33868.0,11765.666666666666,2.8785449188316288,asymmetric,temporal_relation,202,396,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4298,8588,132750,280114
aihub_multi_angle_cctv:Validation:lo_e1354,29857.0,14511.0,특정 구역 내 지속 배회,Validation,c1,c2,29857.0,14511.0,2.057542553924609,asymmetric,temporal_relation,275,519,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,<INVALID>,0,신체적 충돌을 동반한 싸움,0,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4371,8711,137140,293613
aihub_multi_angle_cctv:Training:fp_e1388,72612.33333333333,31871.0,특정 인물을 뒤따라가며 배회,Training,c1,c2,72612.33333333333,31871.0,2.278319893738299,asymmetric,temporal_relation,313,605,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,0,전동킥보드 인도 주행,0,신체적 충돌을 동반한 싸움,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,특정 인물을 뒤따라가며 배회,0,특정 구역 내 지속 배회,0,비정상적인 경로로의 침범,0,특정 구역 내 지속 배회,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4409,8797,135298,310798
aihub_multi_angle_cctv:Validation:fp_e1594,61187.333333333336,14738.333333333334,특정 인물을 뒤따라가며 배회,Validation,c1,c2,61187.333333333336,14738.333333333334,4.151577518941536,asymmetric,temporal_relation,225,481,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,특정 인물을 뒤따라가며 배회,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4321,8673,198729,388028
aihub_multi_angle_cctv:Training:bl_e0080,58976.666666666664,14656.333333333334,경계선을 통한 침입,Training,c1,c2,58976.666666666664,14656.333333333334,4.023971434419704,asymmetric,temporal_relation,208,443,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 앞뒤 2인 탑승,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 앞뒤 2인 탑승,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,<INVALID>,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4304,8635,155539,312976
aihub_multi_angle_cctv:Validation:bl_e0096,55137.0,19970.666666666668,경계선을 통한 침입,Validation,c1,c2,55137.0,19970.666666666668,2.7608993190012017,asymmetric,temporal_relation,232,460,오토바이 인도 주행,0,자전거 인도 주행,0,자전거 인도 주행,0,오토바이 인도 주행,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,특정 구역 내 지속 배회,0,특정 구역 내 지속 배회,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4328,8652,134706,297672
aihub_multi_angle_cctv:Training:ab_e0474,77520.33333333333,13380.333333333334,비정상적인 경로로의 침범,Training,c1,c2,77520.33333333333,13380.333333333334,5.793602551007697,asymmetric,temporal_relation,220,481,특정 인물을 뒤따라가며 배회,0,경계선을 통한 침입,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,경계선을 통한 침입,4316,8673,173011,357440
aihub_multi_angle_cctv:Validation:ab_e0463,45329.0,10542.0,비정상적인 경로로의 침범,Validation,c1,c2,45329.0,10542.0,4.299848226143047,asymmetric,temporal_relation,256,514,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,1,비정상적인 경로로의 침범,0,경계선을 통한 침입,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,<INVALID>,0,경계선을 통한 침입,0,오토바이 인도 주행,0,경계선을 통한 침입,4352,8706,186463,378794
aihub_multi_angle_cctv:Training:ph_e2042,46278.666666666664,113859.0,신체적 충돌을 동반한 싸움,Training,c2,c1,113859.0,46278.666666666664,2.4602912789190126,asymmetric,temporal_relation,255,511,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,비정상적인 경로로의 침범,1,신체적 충돌을 동반한 싸움,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,<INVALID>,1,신체적 충돌을 동반한 싸움,1,신체적 충돌을 동반한 싸움,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4351,8703,182869,332299
aihub_multi_angle_cctv:Training:ms_e3186,9211.666666666666,97287.0,오토바이 인도 주행,Training,c2,c1,97287.0,9211.666666666666,10.561280984259092,asymmetric,path_mode,238,530,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,1,오토바이 인도 주행,1,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,0,전동킥보드 인도 주행,4334,8722,174261,342131
aihub_multi_angle_cctv:Validation:ms_e3503,14242.666666666666,31976.666666666668,오토바이 인도 주행,Validation,c2,c1,31976.666666666668,14242.666666666666,2.24513199775323,asymmetric,path_mode,334,680,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,1,오토바이 인도 주행,4430,8872,95183,249792
aihub_multi_angle_cctv:Training:md_e2274,88530.33333333333,16007.666666666666,이륜 이동수단 운전자 1인 헬멧 미착용,Training,c1,c2,88530.33333333333,16007.666666666666,5.530495804093872,asymmetric,attribute_count,373,738,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,이륜 이동수단 운전자 1인 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,0,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4469,8930,225140,417556
aihub_multi_angle_cctv:Training:mp_e2842,111616.66666666667,46847.333333333336,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,Training,c1,c2,111616.66666666667,46847.333333333336,2.382561796473652,asymmetric,attribute_count,370,752,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,이륜 이동수단 탑승자 일부 또는 전체 헬멧 미착용,1,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,이륜 이동수단 운전자 1인 헬멧 미착용,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 앞뒤 2인 탑승,4466,8944,229573,428364
aihub_multi_angle_cctv:Training:bs_e4556,31246.333333333332,15327.333333333334,자전거 인도 주행,Training,c1,c2,31246.333333333332,15327.333333333334,2.038602061676308,asymmetric,path_mode,223,502,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4319,8694,174251,340118
aihub_multi_angle_cctv:Validation:bs_e4530,26622.0,12706.0,자전거 인도 주행,Validation,c1,c2,26622.0,12706.0,2.095230599716669,asymmetric,path_mode,252,502,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,자전거 인도 주행,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4348,8694,171794,331578
aihub_multi_angle_cctv:Training:st_e4850,59304.0,10893.333333333334,전동킥보드 앞뒤 2인 탑승,Training,c1,c2,59304.0,10893.333333333334,5.44406364749082,asymmetric,attribute_count,339,654,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,전동킥보드 앞뒤 2인 탑승,1,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,오토바이 인도 주행,0,전동킥보드 인도 주행,4435,8846,190875,404181
aihub_multi_angle_cctv:Training:es_e3790,10105.333333333334,38294.666666666664,전동킥보드 인도 주행,Training,c2,c1,38294.666666666664,10105.333333333334,3.78955007256894,asymmetric,path_mode,284,540,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,4380,8732,146142,310022
aihub_multi_angle_cctv:Validation:es_e3727,36410.0,4047.6666666666665,전동킥보드 인도 주행,Validation,c1,c2,36410.0,4047.6666666666665,8.995305937577205,asymmetric,path_mode,314,630,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,0,경계선을 통한 침입,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,1,전동킥보드 인도 주행,1,전동킥보드 인도 주행,0,오토바이 인도 주행,0,오토바이 인도 주행,4410,8822,139892,264445
aihub_multi_angle_cctv:Training:lo_e1299,27245.333333333332,9786.0,특정 구역 내 지속 배회,Training,c1,c2,27245.333333333332,9786.0,2.784113359220655,asymmetric,temporal_relation,324,611,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4420,8803,133174,283602
aihub_multi_angle_cctv:Validation:lo_e1273,9316.333333333334,23898.333333333332,특정 구역 내 지속 배회,Validation,c2,c1,23898.333333333332,9316.333333333334,2.565208057533364,asymmetric,temporal_relation,264,486,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,특정 인물을 뒤따라가며 배회,0,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,전동킥보드 인도 주행,0,특정 인물을 뒤따라가며 배회,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,비정상적인 경로로의 침범,0,오토바이 인도 주행,0,비정상적인 경로로의 침범,0,신체적 충돌을 동반한 싸움,0,전동킥보드 앞뒤 2인 탑승,0,오토바이 인도 주행,0,신체적 충돌을 동반한 싸움,4360,8678,137535,282056
